# bjd	phase	raw_flux	raw_err	corr_flux	corr_err	dtr_flux	dtr_err
55047.81348	0.00001629	0.864865	0.000296	0.877769	0.000311	0.865831	0.000296
55047.81416	0.00003287	0.865614	0.000296	0.878546	0.000311	0.86658	0.000296
55047.81484	0.00004946	0.864589	0.000296	0.877482	0.000311	0.865555	0.000296
55047.81552	0.00006604	0.865149	0.000296	0.878064	0.000311	0.866115	0.000296
55047.8162	0.00008262	0.864721	0.000296	0.877619	0.000311	0.865686	0.000296
55047.81688	0.0000992	0.865446	0.000296	0.878373	0.000311	0.866412	0.000297
55047.81756	0.00011578	0.865358	0.000296	0.878282	0.000311	0.866324	0.000297
55047.81824	0.00013236	0.865117	0.000296	0.878032	0.000311	0.866083	0.000297
55047.81893	0.00014894	0.864913	0.000296	0.87782	0.000311	0.865878	0.000297
55047.81961	0.00016552	0.865284	0.000296	0.878206	0.000311	0.86625	0.000297
55047.82029	0.00018211	0.865484	0.000296	0.878414	0.000311	0.866449	0.000297
55047.82097	0.00019869	0.865078	0.000296	0.877993	0.000311	0.866043	0.000297
55047.82165	0.00021527	0.865953	0.000296	0.878903	0.000311	0.866918	0.000297
55047.82233	0.00023185	0.865593	0.000297	0.87853	0.000311	0.866558	0.000297
55047.82301	0.00024843	0.865988	0.000297	0.878941	0.000311	0.866953	0.000297
55047.82369	0.00026501	0.86555	0.000297	0.878488	0.000311	0.866515	0.000297
55047.82437	0.00028159	0.865898	0.000297	0.87885	0.000311	0.866863	0.000297
55047.82506	0.00029817	0.865717	0.000297	0.878664	0.000311	0.866682	0.000297
55047.82574	0.00031476	0.866062	0.000297	0.879023	0.000311	0.867027	0.000297
55047.82642	0.00033134	0.866262	0.000297	0.879232	0.000312	0.867227	0.000297
55047.8271	0.00034792	0.866355	0.000297	0.879331	0.000312	0.86732	0.000297
55047.82778	0.0003645	0.866966	0.000297	0.879966	0.000312	0.867932	0.000297
55047.82846	0.00038108	0.866463	0.000297	0.879445	0.000312	0.867428	0.000297
55047.82914	0.00039766	0.86657	0.000297	0.879558	0.000312	0.867535	0.000297
55047.82982	0.00041424	0.866966	0.000297	0.87997	0.000312	0.867931	0.000297
55047.8305	0.00043083	0.867357	0.000297	0.880378	0.000312	0.868323	0.000297
55047.83119	0.00044741	0.866818	0.000297	0.87982	0.000312	0.867783	0.000297
55047.83187	0.00046399	0.867149	0.000297	0.880165	0.000312	0.868114	0.000297
55047.83255	0.00048057	0.867825	0.000297	0.880869	0.000312	0.868791	0.000297
55047.83323	0.00049715	0.86701	0.000297	0.880022	0.000312	0.867974	0.000297
55047.83391	0.00051373	0.86839	0.000297	0.881458	0.000311	0.869356	0.000297
55047.83459	0.00053031	0.868339	0.000297	0.881406	0.000311	0.869305	0.000297
55047.83527	0.00054689	0.868281	0.000297	0.881347	0.000311	0.869246	0.000297
55047.83595	0.00056348	0.867843	0.000297	0.880893	0.000311	0.868808	0.000297
55047.83663	0.00058006	0.86829	0.000296	0.881358	0.000311	0.869255	0.000297
55047.83732	0.00059664	0.868393	0.000296	0.881467	0.000311	0.869358	0.000297
55047.838	0.00061322	0.868625	0.000296	0.881708	0.000311	0.86959	0.000297
55047.83868	0.0006298	0.868812	0.000296	0.881903	0.000311	0.869777	0.000297
55047.83936	0.00064638	0.869374	0.000296	0.882488	0.000311	0.87034	0.000297
55047.84004	0.00066296	0.869526	0.000296	0.882647	0.000311	0.870492	0.000296
55047.84072	0.00067955	0.869124	0.000296	0.882229	0.000311	0.870089	0.000296
55047.8414	0.00069613	0.86961	0.000296	0.882734	0.000311	0.870575	0.000296
55047.84208	0.00071271	0.87056	0.000296	0.883721	0.000311	0.871526	0.000296
55047.84276	0.00072929	0.870536	0.000296	0.883696	0.000311	0.871502	0.000296
55047.84345	0.00074587	0.870772	0.000296	0.883941	0.000311	0.871738	0.000296
55047.84413	0.00076245	0.870682	0.000296	0.883847	0.000311	0.871648	0.000296
55047.84481	0.00077903	0.872075	0.000296	0.885294	0.00031	0.873042	0.000296
55047.84549	0.00079561	0.871689	0.000296	0.884893	0.00031	0.872656	0.000296
55047.84617	0.0008122	0.871668	0.000296	0.88487	0.00031	0.872635	0.000296
55047.84685	0.00082878	0.872407	0.000296	0.885638	0.00031	0.873375	0.000296
55047.84753	0.00084536	0.872226	0.000296	0.885448	0.00031	0.873193	0.000296
55047.84821	0.00086194	0.873659	0.000296	0.886936	0.00031	0.874627	0.000296
55047.84889	0.00087852	0.873296	0.000296	0.886558	0.000311	0.874264	0.000296
55047.84958	0.0008951	0.873248	0.000296	0.886508	0.000311	0.874216	0.000296
55047.85026	0.00091168	0.874308	0.000296	0.887608	0.000311	0.875277	0.000296
55047.85094	0.00092827	0.874721	0.000296	0.888036	0.000311	0.875691	0.000296
55047.85162	0.00094485	0.874611	0.000296	0.88792	0.000311	0.87558	0.000296
55047.8523	0.00096143	0.874532	0.000296	0.887838	0.000311	0.875501	0.000297
55047.85298	0.00097801	0.875617	0.000296	0.888963	0.000311	0.876587	0.000297
55047.85366	0.00099459	0.876012	0.000296	0.889372	0.000311	0.876982	0.000297
55047.85434	0.00101117	0.876224	0.000297	0.889591	0.000311	0.877194	0.000297
55047.85503	0.00102775	0.876609	0.000297	0.889989	0.000311	0.877579	0.000297
55047.85571	0.00104433	0.877685	0.000297	0.891107	0.000311	0.878657	0.000297
55047.85639	0.00106091	0.87773	0.000297	0.891152	0.000312	0.878702	0.000297
55047.85707	0.0010775	0.878603	0.000297	0.892057	0.000312	0.879575	0.000297
55047.85775	0.00109408	0.879518	0.000297	0.893007	0.000312	0.880491	0.000297
55047.85843	0.00111066	0.880052	0.000297	0.89356	0.000312	0.881026	0.000297
55047.85911	0.00112724	0.881011	0.000297	0.894556	0.000312	0.881986	0.000298
55047.85979	0.00114382	0.882094	0.000297	0.895679	0.000312	0.88307	0.000298
55047.86047	0.0011604	0.882374	0.000297	0.895968	0.000312	0.883349	0.000298
55047.86116	0.00117698	0.883171	0.000297	0.896796	0.000312	0.884148	0.000298
55047.86184	0.00119357	0.883755	0.000298	0.897401	0.000312	0.884732	0.000298
55047.86252	0.00121015	0.884727	0.000298	0.898409	0.000312	0.885705	0.000298
55047.8632	0.00122673	0.885561	0.000298	0.899275	0.000312	0.88654	0.000298
55047.86388	0.00124331	0.885847	0.000298	0.899572	0.000313	0.886826	0.000299
55047.86456	0.00125989	0.887252	0.000299	0.90103	0.000314	0.888232	0.000299
55047.86524	0.00127648	0.888084	0.0003	0.901893	0.000314	0.889065	0.0003
55047.86592	0.00129305	0.88901	0.0003	0.902855	0.000315	0.889992	0.0003
55047.8666	0.00130963	0.890651	0.000301	0.904559	0.000316	0.891634	0.000301
55047.86729	0.00132622	0.891306	0.000301	0.905239	0.000316	0.89229	0.000302
55047.86797	0.0013428	0.892237	0.000302	0.906205	0.000317	0.893222	0.000302
55047.86865	0.00135938	0.893441	0.000303	0.907456	0.000318	0.894428	0.000303
55047.86933	0.00137596	0.894601	0.000303	0.90866	0.000318	0.895589	0.000303
55047.87001	0.00139254	0.895358	0.000304	0.909446	0.000319	0.896346	0.000304
55047.87069	0.00140912	0.896329	0.000304	0.910455	0.000319	0.897318	0.000305
55047.87137	0.0014257	0.897036	0.000305	0.911188	0.00032	0.898025	0.000305
55047.87205	0.00144229	0.898366	0.000306	0.91257	0.000321	0.899357	0.000306
55047.87273	0.00145887	0.899449	0.000306	0.913695	0.000321	0.900441	0.000306
55047.87342	0.00147545	0.900176	0.000307	0.91445	0.000322	0.901169	0.000307
55047.8741	0.00149203	0.901923	0.000307	0.916265	0.000322	0.902918	0.000308
55047.87478	0.00150861	0.902919	0.000308	0.917299	0.000323	0.903914	0.000308
55047.87546	0.00152519	0.904102	0.000309	0.918528	0.000324	0.905098	0.000309
55047.87614	0.00154178	0.905183	0.000309	0.919651	0.000324	0.906181	0.000309
55047.87682	0.00155835	0.906512	0.00031	0.921031	0.000325	0.907511	0.00031
55047.8775	0.00157494	0.907685	0.00031	0.922251	0.000326	0.908686	0.000311
55047.87818	0.00159152	0.908625	0.000311	0.923227	0.000326	0.909626	0.000311
55047.87886	0.0016081	0.909741	0.000311	0.924386	0.000327	0.910743	0.000312
55047.87955	0.00162468	0.91114	0.000312	0.925839	0.000327	0.912143	0.000312
55047.88023	0.00164126	0.912698	0.000312	0.927458	0.000327	0.913703	0.000312
55047.88091	0.00165784	0.913577	0.000312	0.928372	0.000327	0.914583	0.000312
55047.88159	0.00167443	0.914738	0.000312	0.929577	0.000327	0.915745	0.000312
55047.88227	0.00169101	0.916293	0.000312	0.931193	0.000327	0.917301	0.000312
55047.88295	0.00170759	0.917524	0.000312	0.932473	0.000327	0.918534	0.000312
55047.88363	0.00172417	0.918479	0.000311	0.933465	0.000327	0.91949	0.000312
55047.88431	0.00174075	0.919997	0.000311	0.935042	0.000327	0.921009	0.000312
55047.88499	0.00175733	0.92123	0.000311	0.936323	0.000327	0.922243	0.000312
55047.88568	0.00177391	0.922752	0.000311	0.937905	0.000326	0.923767	0.000311
55047.88636	0.00179049	0.923757	0.000311	0.938949	0.000326	0.924773	0.000311
55047.88704	0.00180708	0.924355	0.000311	0.939571	0.000326	0.925372	0.000311
55047.88772	0.00182366	0.925482	0.000311	0.940743	0.000326	0.9265	0.000311
55047.8884	0.00184024	0.926578	0.000311	0.941882	0.000326	0.927597	0.000311
55047.88908	0.00185682	0.928602	0.000311	0.943984	0.000326	0.929622	0.000311
55047.88976	0.0018734	0.929716	0.00031	0.945143	0.000326	0.930738	0.000311
55047.89044	0.00188998	0.93057	0.00031	0.94603	0.000326	0.931593	0.000311
55047.89112	0.00190656	0.93172	0.00031	0.947225	0.000325	0.932743	0.000311
55047.89181	0.00192315	0.93328	0.00031	0.948847	0.000325	0.934305	0.00031
55047.89249	0.00193973	0.934698	0.00031	0.950321	0.000325	0.935725	0.00031
55047.89317	0.0019563	0.936416	0.00031	0.952106	0.000325	0.937445	0.00031
55047.89385	0.00197289	0.936888	0.00031	0.952596	0.000325	0.937916	0.00031
55047.89453	0.00198947	0.938569	0.00031	0.954344	0.000325	0.9396	0.00031
55047.89521	0.00200605	0.939493	0.00031	0.955305	0.000325	0.940525	0.00031
55047.89589	0.00202263	0.940964	0.000309	0.956834	0.000325	0.941997	0.00031
55047.89657	0.00203921	0.941948	0.00031	0.957856	0.000325	0.942982	0.00031
55047.89725	0.0020558	0.944155	0.00031	0.96015	0.000325	0.945191	0.00031
55047.89794	0.00207238	0.944649	0.00031	0.960664	0.000325	0.945685	0.000311
55047.89862	0.00208896	0.945703	0.00031	0.961759	0.000325	0.94674	0.000311
55047.8993	0.00210554	0.947046	0.000311	0.963156	0.000326	0.948085	0.000311
55047.90747	0.00230451	0.961582	0.000313	0.978268	0.000329	0.962635	0.000314
55047.90815	0.0023211	0.961443	0.000314	0.978124	0.000329	0.962496	0.000314
55047.90883	0.00233768	0.963562	0.000314	0.980326	0.000329	0.964617	0.000314
55047.90951	0.00235426	0.963949	0.000314	0.980729	0.000329	0.965004	0.000314
55047.9102	0.00237084	0.96571	0.000314	0.98256	0.00033	0.966767	0.000315
55047.91088	0.00238742	0.966667	0.000315	0.983554	0.00033	0.967724	0.000315
55047.91156	0.002404	0.966987	0.000315	0.983888	0.00033	0.968045	0.000315
55047.91224	0.00242059	0.968783	0.000315	0.985755	0.00033	0.969843	0.000315
55047.91292	0.00243717	0.969244	0.000315	0.986234	0.00033	0.970304	0.000315
55047.9136	0.00245375	0.971214	0.000315	0.988281	0.00033	0.972276	0.000315
55047.91428	0.00247033	0.972023	0.000315	0.989123	0.00033	0.973086	0.000315
55047.91496	0.00248691	0.972951	0.000315	0.990087	0.00033	0.974015	0.000315
55047.91564	0.00250349	0.974087	0.000315	0.991268	0.00033	0.975152	0.000315
55047.91633	0.00252007	0.974777	0.000315	0.991985	0.00033	0.975842	0.000315
55047.91701	0.00253665	0.976234	0.000315	0.993498	0.00033	0.9773	0.000315
55047.91769	0.00255323	0.976909	0.000315	0.9942	0.000331	0.977976	0.000315
55047.91837	0.00256982	0.978012	0.000315	0.995346	0.000331	0.97908	0.000315
55047.91905	0.0025864	0.97871	0.000315	0.996071	0.000331	0.979779	0.000315
55047.91973	0.00260298	0.979721	0.000315	0.997122	0.000331	0.980791	0.000315
55047.92041	0.00261956	0.980424	0.000315	0.997852	0.000331	0.981494	0.000315
55047.92109	0.00263614	0.982307	0.000315	0.999808	0.000331	0.983379	0.000315
55047.92177	0.00265272	0.98234	0.000315	0.999841	0.000331	0.983412	0.000315
55047.92246	0.0026693	0.983369	0.000315	1.000911	0.000331	0.984442	0.000315
55047.92314	0.00268589	0.9846	0.000315	1.002188	0.000331	0.985674	0.000315
55047.92382	0.00270247	0.984889	0.000315	1.002489	0.000331	0.985964	0.000315
55047.9245	0.00271905	0.986348	0.000315	1.004003	0.000331	0.987424	0.000315
55047.92518	0.00273563	0.986564	0.000315	1.004227	0.000331	0.98764	0.000315
55047.92586	0.00275221	0.987671	0.000315	1.005376	0.000331	0.988748	0.000315
55047.92654	0.00276879	0.988071	0.000315	1.00579	0.000331	0.989148	0.000315
55047.92722	0.00278537	0.989168	0.000315	1.006929	0.000331	0.990247	0.000315
55047.9279	0.00280195	0.990222	0.000315	1.008022	0.000331	0.991301	0.000315
55047.92859	0.00281854	0.990555	0.000315	1.008367	0.000331	0.991634	0.000315
55047.92927	0.00283512	0.991096	0.000315	1.008927	0.00033	0.992176	0.000315
55047.92995	0.0028517	0.991788	0.000315	1.009645	0.00033	0.992869	0.000315
55047.93063	0.00286828	0.992605	0.000315	1.010493	0.00033	0.993687	0.000315
55047.93131	0.00288486	0.993012	0.000314	1.010914	0.00033	0.994094	0.000315
55047.93199	0.00290144	0.993654	0.000314	1.01158	0.00033	0.994737	0.000315
55047.93267	0.00291802	0.994537	0.000314	1.012496	0.00033	0.99562	0.000315
55047.93335	0.00293461	0.994723	0.000314	1.012687	0.000329	0.995806	0.000314
55047.93404	0.00295119	0.995559	0.000314	1.013554	0.000329	0.996643	0.000314
55047.93472	0.00296777	0.995897	0.000314	1.013904	0.000329	0.996981	0.000314
55047.9354	0.00298435	0.995897	0.000314	1.013902	0.000329	0.99698	0.000314
55047.93608	0.00300093	0.996246	0.000313	1.014264	0.000329	0.99733	0.000314
55047.93676	0.00301751	0.99691	0.000313	1.014953	0.000328	0.997995	0.000314
55047.93744	0.00303409	0.997474	0.000313	1.015537	0.000328	0.998559	0.000313
55047.93812	0.00305067	0.997725	0.000313	1.015797	0.000328	0.998811	0.000313
55047.9388	0.00306726	0.998073	0.000313	1.016157	0.000328	0.999158	0.000313
55047.93948	0.00308384	0.998651	0.000313	1.016757	0.000328	0.999737	0.000313
55047.94017	0.00310042	0.997851	0.000312	1.015926	0.000328	0.998936	0.000313
55047.94085	0.003117	0.998361	0.000312	1.016455	0.000327	0.999446	0.000313
55047.94153	0.00313358	0.999204	0.000312	1.01733	0.000327	1.00029	0.000312
55047.94221	0.00315016	0.998295	0.000312	1.016386	0.000327	0.99938	0.000312
55047.94289	0.00316674	0.998895	0.000312	1.017009	0.000327	0.999981	0.000312
55047.94357	0.00318332	0.999144	0.000312	1.017267	0.000327	1.00023	0.000312
55047.94425	0.00319991	0.998339	0.000311	1.016431	0.000327	0.999424	0.000312
55047.94493	0.00321649	0.999114	0.000311	1.017237	0.000326	1.0002	0.000312
55047.94561	0.00323307	0.998596	0.000312	1.016699	0.000327	0.999681	0.000312
55047.9463	0.00324965	0.999068	0.000312	1.01719	0.000328	1.000153	0.000313
55047.94698	0.00326623	0.999335	0.000313	1.017468	0.000328	1.00042	0.000313
55047.94766	0.00328281	0.998848	0.000313	1.016963	0.000329	0.999932	0.000314
55047.94834	0.00329939	0.99894	0.000314	1.017059	0.000329	1.000024	0.000314
55047.94902	0.00331598	0.999151	0.000314	1.01728	0.00033	1.000236	0.000315
55047.9497	0.00333256	0.999085	0.000315	1.017213	0.00033	1.000169	0.000315
55047.95038	0.00334914	0.999174	0.000315	1.017306	0.000331	1.000258	0.000316
55047.95106	0.00336572	0.999049	0.000316	1.017177	0.000331	1.000132	0.000316
55047.95174	0.0033823	0.998959	0.000316	1.017085	0.000332	1.000042	0.000317
55047.95243	0.00339888	0.999001	0.000317	1.017131	0.000332	1.000085	0.000317
55047.95311	0.00341547	0.998462	0.000318	1.016571	0.000333	0.999544	0.000318
55047.95379	0.00343204	0.998249	0.000318	1.016352	0.000334	0.999331	0.000318
55047.95447	0.00344862	0.999	0.000319	1.017134	0.000334	1.000083	0.000319
55047.95515	0.00346521	0.998462	0.000319	1.016576	0.000335	0.999544	0.000319
55047.95583	0.00348179	0.999363	0.00032	1.017514	0.000335	1.000446	0.00032
55047.95651	0.00349837	0.999048	0.00032	1.017188	0.000336	1.00013	0.00032
55047.95719	0.00351495	0.998651	0.000321	1.016776	0.000336	0.999733	0.000321
55047.95787	0.00353153	0.999332	0.000321	1.017485	0.000337	1.000414	0.000321
55047.95856	0.00354812	0.99885	0.000322	1.016985	0.000337	0.999932	0.000322
55047.95924	0.0035647	0.99909	0.000322	1.017236	0.000338	1.000172	0.000322
55047.95992	0.00358128	0.999283	0.000323	1.017438	0.000338	1.000365	0.000323
55047.9606	0.00359786	0.999171	0.000323	1.017322	0.000339	1.000253	0.000324
55047.96128	0.00361444	0.998908	0.000324	1.01705	0.000339	0.999989	0.000324
55047.96196	0.00363102	0.999036	0.000323	1.017183	0.000339	1.000118	0.000324
55047.96264	0.0036476	0.999053	0.000323	1.017201	0.000339	1.000134	0.000323
55047.96332	0.00366419	0.998581	0.000323	1.016711	0.000338	0.999662	0.000323
55047.964	0.00368077	0.998923	0.000322	1.017066	0.000338	1.000003	0.000323
55047.96469	0.00369735	0.999565	0.000322	1.017733	0.000338	1.000646	0.000322
55047.96537	0.00371393	0.999147	0.000322	1.017298	0.000337	1.000227	0.000322
55047.96605	0.00373051	0.998758	0.000321	1.016895	0.000337	0.999838	0.000322
55047.96673	0.00374709	0.999088	0.000321	1.017236	0.000337	1.000168	0.000321
55047.96741	0.00376367	0.999099	0.000321	1.017247	0.000336	1.000179	0.000321
55047.96809	0.00378025	0.99907	0.00032	1.017216	0.000336	1.00015	0.000321
55047.96877	0.00379683	0.999104	0.00032	1.017251	0.000336	1.000184	0.00032
55047.96945	0.00381342	0.999307	0.00032	1.017459	0.000335	1.000386	0.00032
55047.97013	0.00383	0.998568	0.000319	1.016691	0.000335	0.999646	0.00032
55047.97082	0.00384658	0.999011	0.000319	1.01715	0.000334	1.00009	0.000319
55047.9715	0.00386316	0.999222	0.000319	1.017367	0.000334	1.000301	0.000319
55047.97218	0.00387974	0.998385	0.000318	1.016496	0.000334	0.999463	0.000319
55047.97286	0.00389632	0.998867	0.000318	1.016996	0.000333	0.999946	0.000318
55047.97354	0.00391291	0.999049	0.000318	1.017183	0.000333	1.000127	0.000318
55047.97422	0.00392949	0.998757	0.000317	1.016878	0.000332	0.999835	0.000318
55047.9749	0.00394607	0.998916	0.000317	1.017042	0.000332	0.999994	0.000317
55047.97558	0.00396265	0.998898	0.000317	1.017022	0.000332	0.999976	0.000317
55047.97626	0.00397923	0.998601	0.000316	1.016712	0.000331	0.999679	0.000317
55047.97695	0.00399581	0.998762	0.000316	1.016877	0.000331	0.999839	0.000316
55047.97763	0.00401239	0.99862	0.000316	1.016728	0.000331	0.999697	0.000316
55047.97831	0.00402897	0.999151	0.000316	1.017278	0.000331	1.000228	0.000316
55047.97899	0.00404555	0.998652	0.000316	1.016759	0.000331	0.999729	0.000316
55047.97967	0.00406214	0.998961	0.000316	1.017078	0.000331	1.000038	0.000316
55047.98035	0.00407872	0.999371	0.000316	1.017502	0.000331	1.000448	0.000316
55047.98103	0.0040953	0.998274	0.000316	1.016362	0.000331	0.99935	0.000316
55047.98171	0.00411188	0.998701	0.000316	1.016804	0.000331	0.999777	0.000316
55047.98239	0.00412846	0.998691	0.000316	1.016793	0.000331	0.999767	0.000317
55047.98308	0.00414504	0.999268	0.000316	1.017392	0.000331	1.000345	0.000317
55047.98376	0.00416162	0.999093	0.000316	1.017209	0.000331	1.000169	0.000317
55047.98444	0.00417821	0.998235	0.000316	1.016318	0.000331	0.99931	0.000317
55047.98512	0.00419479	0.998451	0.000316	1.016542	0.000331	0.999527	0.000317
55047.9858	0.00421137	0.998602	0.000317	1.016699	0.000331	0.999677	0.000317
55047.98648	0.00422795	0.998572	0.000317	1.016668	0.000331	0.999648	0.000317
55047.98716	0.00424453	0.998705	0.000317	1.016806	0.000331	0.99978	0.000317
55047.98784	0.00426111	0.998691	0.000317	1.016792	0.000331	0.999766	0.000317
55047.98852	0.00427769	0.998869	0.000317	1.016977	0.000331	0.999944	0.000317
55047.98921	0.00429427	0.999059	0.000317	1.017176	0.000331	1.000134	0.000317
55047.98989	0.00431086	0.998572	0.000317	1.016671	0.000332	0.999647	0.000317
55047.99057	0.00432744	0.998208	0.000317	1.016294	0.000332	0.999282	0.000317
55047.99125	0.00434402	0.999088	0.000317	1.017208	0.000332	1.000162	0.000317
55047.99193	0.0043606	0.99909	0.000317	1.017212	0.000332	1.000165	0.000318
55047.99261	0.00437718	0.998556	0.000317	1.016658	0.000332	0.999629	0.000318
55047.99329	0.00439376	0.998846	0.000317	1.016961	0.000332	0.99992	0.000318
55047.99397	0.00441035	0.999157	0.000317	1.017286	0.000332	1.000231	0.000318
55047.99465	0.00442693	0.998835	0.000318	1.016952	0.000332	0.999908	0.000318
55047.99534	0.00444351	0.999295	0.000318	1.017432	0.000332	1.000369	0.000318
55047.99602	0.00446009	0.998804	0.000318	1.016924	0.000332	0.999877	0.000318
55047.9967	0.00447667	0.99905	0.000318	1.01718	0.000333	1.000123	0.000318
55047.99738	0.00449325	0.998918	0.000318	1.017045	0.000333	0.999991	0.000318
55047.99806	0.00450983	0.999314	0.000318	1.017458	0.000333	1.000387	0.000319
55047.99874	0.00452641	0.999013	0.000318	1.017147	0.000333	1.000086	0.000319
55047.99942	0.00454299	0.999026	0.000318	1.017162	0.000333	1.000098	0.000319
55048.0001	0.00455958	0.999644	0.000319	1.017805	0.000333	1.000717	0.000319
55048.00078	0.00457616	0.999006	0.000319	1.017144	0.000333	1.000078	0.000319
55048.00147	0.00459274	0.99874	0.000319	1.016869	0.000334	0.999812	0.000319
55048.00215	0.00460932	0.998922	0.000319	1.017059	0.000334	0.999993	0.000319
55048.00283	0.0046259	0.998946	0.000319	1.017086	0.000334	1.000018	0.000319
55048.00351	0.00464248	0.998934	0.000319	1.017075	0.000334	1.000006	0.00032
55048.00419	0.00465906	0.999072	0.000319	1.01722	0.000334	1.000144	0.00032
55048.00487	0.00467564	0.998318	0.000319	1.016437	0.000334	0.999388	0.00032
55048.00555	0.00469223	0.999167	0.00032	1.01732	0.000334	1.000238	0.00032
55048.00623	0.00470881	0.998235	0.00032	1.016353	0.000335	0.999305	0.00032
55048.00691	0.00472539	0.998249	0.00032	1.016369	0.000335	0.999319	0.00032
55048.0076	0.00474197	0.998777	0.00032	1.016918	0.000335	0.999847	0.00032
55048.00828	0.00475855	0.999278	0.00032	1.017439	0.000335	1.000349	0.00032
55048.00896	0.00477513	0.99882	0.00032	1.016964	0.000335	0.99989	0.000321
55048.00964	0.00479171	0.999433	0.00032	1.017601	0.000335	1.000504	0.000321
55048.01032	0.0048083	0.999131	0.000321	1.017288	0.000335	1.000201	0.000321
55048.011	0.00482488	0.998362	0.00032	1.016489	0.000335	0.999431	0.000321
55048.01168	0.00484146	0.999168	0.00032	1.017327	0.000335	1.000238	0.00032
55048.01236	0.00485804	0.999013	0.00032	1.017166	0.000335	1.000082	0.00032
55048.01305	0.00487462	0.998493	0.00032	1.016626	0.000335	0.999562	0.00032
55048.01373	0.0048912	0.998914	0.00032	1.017064	0.000334	0.999983	0.00032
55048.01441	0.00490778	0.998934	0.000319	1.017084	0.000334	1.000003	0.00032
55048.01509	0.00492436	0.998914	0.000319	1.017064	0.000334	0.999983	0.000319
55048.01577	0.00494095	0.9989	0.000319	1.017049	0.000334	0.999969	0.000319
55048.01645	0.00495753	0.998696	0.000319	1.016837	0.000333	0.999764	0.000319
55048.01713	0.00497411	0.99925	0.000319	1.017413	0.000333	1.000319	0.000319
55048.01781	0.00499069	0.998577	0.000318	1.016713	0.000333	0.999644	0.000319
55048.01849	0.00500727	0.998965	0.000318	1.017116	0.000333	1.000033	0.000318
55048.01918	0.00502386	0.999398	0.000318	1.017565	0.000333	1.000466	0.000318
55048.01986	0.00504043	0.998314	0.000318	1.01644	0.000332	0.999382	0.000318
55048.02054	0.00505702	0.998311	0.000318	1.016435	0.000332	0.999377	0.000318
55048.02122	0.0050736	0.999109	0.000317	1.017264	0.000332	1.000176	0.000318
55048.0219	0.00509018	0.999654	0.000317	1.01783	0.000332	1.000722	0.000318
55048.02258	0.00510676	0.998751	0.000317	1.016892	0.000332	0.999818	0.000317
55048.02326	0.00512334	0.99843	0.000317	1.016558	0.000331	0.999496	0.000317
55048.02394	0.00513992	0.999174	0.000317	1.017331	0.000331	1.000242	0.000317
55048.02462	0.00515651	0.99879	0.000316	1.016931	0.000331	0.999856	0.000317
55048.02531	0.00517308	0.998879	0.000316	1.017023	0.000331	0.999945	0.000317
55048.02599	0.00518967	0.998778	0.000316	1.016918	0.000331	0.999844	0.000316
55048.02667	0.00520625	0.998861	0.000316	1.017004	0.00033	0.999927	0.000316
55048.02735	0.00522283	0.999175	0.000316	1.01733	0.00033	1.000242	0.000316
55048.02803	0.00523941	0.998696	0.000316	1.016832	0.00033	0.999761	0.000316
55048.02871	0.00525599	0.998925	0.000316	1.017069	0.00033	0.999991	0.000316
55048.02939	0.00527257	0.998603	0.000315	1.016735	0.00033	0.999668	0.000316
55048.03007	0.00528915	0.99852	0.000315	1.016648	0.00033	0.999585	0.000316
55048.03075	0.00530574	0.999061	0.000315	1.01721	0.00033	1.000127	0.000316
55048.03144	0.00532232	0.998738	0.000315	1.016874	0.00033	0.999803	0.000316
55048.03212	0.0053389	0.999511	0.000315	1.017677	0.00033	1.000577	0.000315
55048.0328	0.00535548	0.998916	0.000315	1.017058	0.00033	0.999981	0.000315
55048.03348	0.00537206	0.998818	0.000315	1.016955	0.00033	0.999882	0.000315
55048.03416	0.00538864	0.998762	0.000315	1.016897	0.00033	0.999826	0.000315
55048.03484	0.00540523	0.998627	0.000315	1.016757	0.000329	0.999691	0.000315
55048.03552	0.00542181	0.998769	0.000315	1.016904	0.000329	0.999833	0.000315
55048.0362	0.00543838	0.998862	0.000315	1.017	0.000329	0.999926	0.000315
55048.03688	0.00545497	0.999283	0.000315	1.017437	0.000329	1.000348	0.000315
55048.03757	0.00547155	0.998573	0.000314	1.016699	0.000329	0.999637	0.000315
55048.03825	0.00548813	0.998445	0.000314	1.016566	0.000329	0.999509	0.000315
55048.03893	0.00550471	0.998204	0.000314	1.016314	0.000329	0.999266	0.000315
55048.03961	0.00552129	0.998639	0.000314	1.016765	0.000329	0.999702	0.000315
55048.04029	0.00553787	0.998316	0.000314	1.01643	0.000329	0.999379	0.000314
55048.04097	0.00555446	0.999039	0.000314	1.01718	0.000329	1.000102	0.000314
55048.04165	0.00557104	0.998676	0.000314	1.016801	0.000329	0.999738	0.000314
55048.04233	0.00558762	0.998355	0.000314	1.016468	0.000329	0.999417	0.000314
55048.04301	0.0056042	0.998296	0.000314	1.016406	0.000329	0.999358	0.000314
55048.0437	0.00562078	0.999083	0.000314	1.017222	0.000329	1.000145	0.000314
55048.04438	0.00563736	0.999238	0.000314	1.017382	0.000329	1.000301	0.000314
55048.04506	0.00565394	0.998993	0.000314	1.017127	0.000329	1.000055	0.000314
55048.04574	0.00567053	0.99946	0.000314	1.017611	0.000329	1.000523	0.000315
55048.04642	0.00568711	0.998872	0.000314	1.016999	0.000329	0.999933	0.000315
